Heading,Link
God Regrets Never Learning Spanish,https://www.theonion.com/god-regrets-never-learning-spanish-1847125473
‘The Onion’ Calls On Israel To Bomb Our Offices In Case Any Hamas Agents Hiding Out There,https://www.theonion.com/the-onion-calls-on-israel-to-bomb-our-offices-in-case-1846912378
Amazon Worker Emerges From Holiday Overtime Shift To Find 3,000 Years Have Passed In Outside World,https://www.theonion.com/amazon-worker-emerges-from-holiday-overtime-shift-to-fi-1845852867
‘The Onion’ Reveals The 2020 Walton Goggins Of The Year Is Walton Goggins,https://www.theonion.com/the-onion-reveals-the-2020-walton-goggins-of-the-year-1845863741
Minneapolis Announces Plan To Replace Police Officers With Thousands Of Heavily Armed Social Workers,https://www.theonion.com/minneapolis-announces-plan-to-replace-police-officers-w-1844627586
TheOnion.com Has Been Designated As A Pandemic Shelter In The Event That Covid-19 Could Spread Through The Internet,https://www.theonion.com/theonion-com-has-been-designated-as-a-pandemic-shelter-1842495357
Plan B Unveils New Line Of Space-Time Wormholes To Prevent Intercourse From Ever Happening,https://www.theonion.com/plan-b-unveils-new-line-of-space-time-wormholes-to-prev-1839990785
Pope Francis Bags 6-Winged Trophy Angel During Vatican’s Annual Seraphim Hunt,https://www.theonion.com/pope-francis-bags-6-winged-trophy-angel-during-vatican-1839864272
Thomas Jefferson: ‘The Tree Of Liberty Must Be Refreshed From Time To Time With The Blood Of Patriots And Tyrants And Kindergarteners And Newlyweds And High-Schoolers And Parents And Teachers And Worshippers And Workers And Occasionally Infants’,https://www.theonion.com/thomas-jefferson-the-tree-of-liberty-must-be-refreshe-1836974855
Music Historians Uncover Evidence Of 18th-Century Viennese Boy Band Mozart Fronted Before Leaving To Pursue Solo Career,https://www.theonion.com/music-historians-uncover-evidence-of-18th-century-vienn-1836973337
Small Town Ravished By Alejandro,https://www.theonion.com/small-town-ravished-by-alejandro-1836636742
Boston General Introduces New ‘Night Among The Patients’ Event Featuring Cocktails, Live Music,https://www.theonion.com/boston-general-introduces-new-night-among-the-patients-1836415458
Historians Reveal Aqueducts Were Only Small Portion Of Ancient Rome’s Intricate Water Park System,https://www.theonion.com/historians-reveal-aqueducts-were-only-small-portion-of-1835903546
‘I Don’t Like The Look Of This,’ Says Astronaut Entering Flickering, Ooze-Covered Abandoned Section Of ISS,https://www.theonion.com/i-don-t-like-the-look-of-this-says-astronaut-enterin-1834508322
Neutrogena Calls For Worldwide Cleansing In Effort To Attain Facial Purity,https://www.theonion.com/neutrogena-calls-for-worldwide-cleansing-in-effort-to-a-1834151404
Report Reveals Jesus Christ May Have Benefited From Father’s Influential Position To Gain High-Powered Role As Lord And Savior,https://www.theonion.com/report-reveals-jesus-christ-may-have-benefited-from-fat-1833717521
Ecologists Discover 400 Species Of Charles Darwin Living In Galápagos Islands,https://www.theonion.com/ecologists-discover-400-species-of-charles-darwin-livin-1830382825
Wealthy Americans Assure Populace That Heavily Armed Floating City Being Built Above Nation Has Nothing To Do With Anything,https://www.theonion.com/wealthy-americans-assure-populace-that-heavily-armed-fl-1830183535
‘Take This Grape For It Is The Witch’s Eye, Take This Spaghetti For It Is The Witch’s Brain,’ Says Pope Francis During Halloween-Themed Communion,https://www.theonion.com/take-this-grape-for-it-is-the-witch-s-eye-take-this-s-1830130596
CDC Introduces ‘Raw Dog’ The STI Pup To Educate Children About The Dangers Of Unprotected Sex,https://www.theonion.com/cdc-introduces-raw-dog-the-sti-pup-to-educate-childre-1830029685
Heading,Link
‘You Are All Inside Amazon’s Second Headquarters,’ Jeff Bezos Announces To Horrified Americans As Massive Dome Envelops Nation,https://www.theonion.com/you-are-all-inside-amazon-s-second-headquarters-jeff-1829865580
Cows Trample Dozens Of Lobsters To Death In Escalating Surf ’N’ Turf War,https://www.theonion.com/cows-trample-dozens-of-lobsters-to-death-in-escalating-1829758181
Disheveled CDC Director Warns Of ‘Invisible Germs Crawling Everywhere’ From Inside Sealed Plastic Bubble,https://www.theonion.com/disheveled-cdc-director-warns-of-invisible-germs-crawl-1829358543
Jeffrey Dahmer Estate Releases Collection Of Never-Before-Seen Victim Remains,https://www.theonion.com/jeffrey-dahmer-estate-releases-collection-of-never-befo-1828749756
Study Shows Link Between Feelings Of Guilt, Bleeding Man Holding Onto Car Hood Screaming At You To Stop,https://www.theonion.com/study-shows-link-between-feelings-of-guilt-bleeding-ma-1827515502
Onion Social CEO: ‘We’re Proud To Announce The First Genital Recognition Software’,https://www.theonion.com/onion-social-ceo-we-re-proud-to-announce-the-first-ge-1826907537
New Alternate-History Drama Examines What Would Have Happened If Nazis Won 1991 NBA Finals,https://www.theonion.com/new-alternate-history-drama-examines-what-would-have-ha-1826222811
Experts Warn Beef Could Act As Gateway Meat To Human Flesh,https://www.theonion.com/experts-warn-beef-could-act-as-gateway-meat-to-human-fl-1825562946
Report: God Directly Communicating With You Through This Headline,https://www.theonion.com/report-god-directly-communicating-with-you-through-thi-1825206273
Cows Go Extinct,https://www.theonion.com/cows-go-extinct-1825018199
San Diego Zoo Unveils Severed Rhino Head Attached To Steel Frame As Part Of New Conceptual Wildlife Exhibit,https://www.theonion.com/san-diego-zoo-unveils-severed-rhino-head-attached-to-st-1824187222
U.S. Military Announces Plan To Consolidate All Wars Into Final, Epic Battle,https://www.theonion.com/u-s-military-announces-plan-to-consolidate-all-wars-in-1824018300
Facebook Announces Plan To Combat Fake News Stories By Making Them Actually Happen,https://www.theonion.com/facebook-announces-plan-to-combat-fake-news-stories-by-1823836038
Military Historians Discover Majority Of Human Warfare Fought By Disguised Women Taking Place Of Ailing Fathers,https://www.theonion.com/military-historians-discover-majority-of-human-warfare-1823549266
Cleveland Finishes Construction On New Elevated Sewer System,https://www.theonion.com/cleveland-finishes-construction-on-new-elevated-sewer-s-1823332951
Raytheon Unveils Military Robot Capable Of Composing Poignant Poems About Horrors Of War,https://www.theonion.com/raytheon-unveils-military-robot-capable-of-composing-po-1823080006
Ra Wins Westminster God Show,https://www.theonion.com/ra-wins-westminster-god-show-1822961049
U.S. Military Heightens Security After Another Group Of Precocious Children Sneaks Onto Base To Save Alien Friend,https://www.theonion.com/u-s-military-heightens-security-after-another-group-of-1822882300
Estée Lauder Expedition Stumbles Upon Frozen Remains Of Previous Party Sent To Retrieve Rare Moisturizing Herb In The Himalayas,https://www.theonion.com/estee-lauder-expedition-stumbles-upon-frozen-remains-of-1821294709
Report: 83% Of Player Pianos Set Off By Gunfight,https://www.theonion.com/report-83-of-player-pianos-set-off-by-gunfight-1821089650
Heading,Link
Bangor Police Bring In Stephen King To Help Track Demonic Car That Killed Woman,https://www.theonion.com/bangor-police-bring-in-stephen-king-to-help-track-demon-1820848385
‘The Onion’ Has Obtained Exclusive Information From Jaime Phillips About Roy Moore’s Sexual Indiscretions,https://www.theonion.com/the-onion-has-obtained-exclusive-information-from-jai-1820808638
Confident Philadelphia Officials Preemptively Raze Center City To Make Room For Amazon Headquarters,https://www.theonion.com/confident-philadelphia-officials-preemptively-raze-cent-1820509855
Vatican City Zoo Struggling To Breed First Angel In Captivity,https://www.theonion.com/vatican-city-zoo-struggling-to-breed-first-angel-in-cap-1819844920
New Evidence Reveals Pythagoras Wrote Dozens Of Unhinged Conspiracy Theorems About Triangles,https://www.theonion.com/new-evidence-reveals-pythagoras-wrote-dozens-of-unhinge-1819655096
Historians Discover Meditation Spread From Ancient China By Annoying Monk Who Wouldn’t Shut Up About How It Changed His Life,https://www.theonion.com/historians-discover-meditation-spread-from-ancient-chin-1819580402
Millions Of Moms Set Out On Pilgrimage To Premium Outlet Center,https://www.theonion.com/millions-of-moms-set-out-on-pilgrimage-to-premium-outle-1819580391
NASA’s Mars Roomba Begins Mission To Clean Dust From Planet’s Surface,https://www.theonion.com/nasa-s-mars-roomba-begins-mission-to-clean-dust-from-pl-1819580347
FDA Rents Party House Upstate To Test New Drug,https://www.theonion.com/fda-rents-party-house-upstate-to-test-new-drug-1819580325
T.J. Maxx Recreates In-Store Shopping Experience With New Website That Randomly Scatters Products All Over The Place,https://www.theonion.com/t-j-maxx-recreates-in-store-shopping-experience-with-n-1819580303
Struggling Amtrak To Discontinue Mysterious Late-Night Trains To Spirit Realm,https://www.theonion.com/struggling-amtrak-to-discontinue-mysterious-late-night-1819580227
Nation’s Therapists Say Majority Of Issues Could Be Resolved By Not Being So Weird All The Time,https://www.theonion.com/nation-s-therapists-say-majority-of-issues-could-be-res-1819580221
76 Million Baby Boomers Abscond To Fiji After Draining Nation’s Social Security, Medicare Accounts,https://www.theonion.com/76-million-baby-boomers-abscond-to-fiji-after-draining-1819580141
NASA Announces Selection Of Two Hot, Ripped Astronauts For Man-On-Man Mission To Mars,https://www.theonion.com/nasa-announces-selection-of-two-hot-ripped-astronauts-1819580114
Amazon Completes New Suspension Tank To House Psychic Beings Who Foresee Customers’ Future Orders,https://www.theonion.com/amazon-completes-new-suspension-tank-to-house-psychic-b-1819580110
Historians Find Evidence Of Nation’s Founding Lobbyists’ Campaign To Influence Constitution,https://www.theonion.com/historians-find-evidence-of-nation-s-founding-lobbyists-1819580085
God Falling Under Influence Of Powerful Spiritual Guru,https://www.theonion.com/god-falling-under-influence-of-powerful-spiritual-guru-1819580081
Theoretical Scientists Gather For 35th Annual Symposium To Try To Determine How Gas Nozzle Knows When Tank Is Full,https://www.theonion.com/theoretical-scientists-gather-for-35th-annual-symposium-1819580051
Pope Francis Buys Knockoff Chalice At Store In Vatican City Chinatown,https://www.theonion.com/pope-francis-buys-knockoff-chalice-at-store-in-vatican-1819580038
NASA Receives More Depressing Photos Of Mars’ Surface From Morbid Curiosity Rover,https://www.theonion.com/nasa-receives-more-depressing-photos-of-mars-surface-f-1819579998
Heading,Link
Nation Unable To Discern Why Unattractive Woman On Screen,https://www.theonion.com/nation-unable-to-discern-why-unattractive-woman-on-scre-1819579969
President Trump Has Enacted The ‘Theseus Protocol’: What Does That Mean For America?,https://www.theonion.com/president-trump-has-enacted-the-theseus-protocol-wha-1819579965
Dave & Buster’s Opens New Fine Dining, Gaming Outpost David & Benedict’s,https://www.theonion.com/dave-buster-s-opens-new-fine-dining-gaming-outpost-d-1819579968
